Coluna 1,type_of_reference,authors,title,year,secondary_title,volume,start_page,end_page,doi,urls,abstract,keywords,type_of_work,name_of_database,notes,custom7,number,short_title,asreview_label,asreview_time,asreview_note
117,CONF,"['Bergsmann, S.', 'Schmidt, A.', 'Fischer, S.', 'Ramler, R.']",First Experiments on Automated Execution of Gherkin Test Specifications with Collaborating LLM Agents,2024,,,12,15,10.1145/3678719.3685692,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207104093&doi=10.1145%2F3678719.3685692&partnerID=40&md5=96e8a10edaf283adc4a4c1910d96fd0e'],"Gherkin is a domain-specific language for describing test scenarios in natural language, which are the basis for automated acceptance testing. The emergence of Large Language Models (LLMs) has opened up new possibilities for processing such test specifications and for generating executable test code. This paper investigates the feasibility of employing LLMs to execute Gherkin test specifications utilizing the AutoGen multi-agent framework. Our findings show that our LLM agent system is able to automatically run the given test scenarios by autonomously exploring the system under test, generating executable test code on the fly, and evaluating execution results. We observed high success rates for executing simple as well as more complex test scenarios, but we also identified difficulties regarding failure scenarios and fault detection. © 2024 Elsevier B.V., All rights reserved.","['Domain Specific Language', 'LLMs', 'Test Automation', 'Autonomous agents', 'Intelligent agents', 'Model checking', 'Specification languages', 'Domains specific languages', 'Executables', 'Language model', 'Large language model', 'Model agents', 'Natural languages', 'Test Automation', 'Test code', 'Test scenario', 'Test specifications', 'Acceptance tests']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 1'],,,,1,2025-11-26 20:16:17,
139,JOUR,"['Zhang, M.', 'Shen, Y.', 'Yin, J.', 'Lu, S.', 'Wang, X.']",ADAGENT: Anomaly Detection Agent With Multimodal Large Models in Adverse Environments,2024,IEEE Access,12,172061,172074,10.1109/ACCESS.2024.3480250,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207726151&doi=10.1109%2FACCESS.2024.3480250&partnerID=40&md5=1dd672e8f2475c7bcbce7de31435a71d'],"Multimodal Language Models (MMLMs), such as LLaVA and GPT-4V, have shown zero-shot generalization capabilities for understanding images and text across various domains. However, their effectiveness in open-world visual tasks, particularly anomaly detection under challenging conditions, such as low light or poor image quality, has yet to be thoroughly investigated. Assessing the robustness and limitations of MMLMs in these scenarios is essential to ensuring their reliability and safety in real-world applications, where the input image quality can vary significantly. To address this gap, we propose a benchmark comprising 460 images captured under challenging conditions, including low light and blurring. This benchmark is specifically designed to evaluate the anomaly detection capabilities of MMLMs. We assess the performance of state-of-the-art MMLMs, such as Qwen-VL-Max-0809, GPT-4V, Gemini-1.5, Claude3-opus, ERNIE-Bot-4, and SparkDesk-v3.5, across six diverse scenes. Our evaluations indicate that these MMLMs struggle with error detection in adverse scenarios, thereby highlighting the need for further investigation into the underlying causes and potential improvement strategies. To tackle these limitations, we introduce a novel anomaly detection agent (ADAGENT) framework, which is an AI agent framework that combines the ""Chain of Critical Self-Reflection (CCS)"", specialized toolsets, and ""Heuristic Retrieval-Augmented Generation (RAG)""to enhance anomaly detection performance with MMLMs. ADAGENT sequentially evaluates abilities, such as text generation, semantic understanding, contextual comprehension, key information extraction, reasoning, and logical thinking. By implementing this framework, we demonstrated a 15%∼ 30% improvement in the top-3 accuracy for anomaly detection tasks under adverse conditions, compared with baseline approaches. © 2024 Elsevier B.V., All rights reserved.","['AI agent', 'anomaly detection', 'Multimodal language model', 'prompt engineering', 'Ada (programming language)', 'Benchmarking', 'Agent Framework', 'AI agent', 'Anomaly detection', 'Condition', 'Detection agents', 'Language model', 'Low light', 'Multi-modal', 'Multimodal language model', 'Prompt engineering', 'Semantics']",Article,Scopus,['Export Date: 30 October 2025; Cited By: 9'],,,,1,2025-11-26 20:16:22,
133,CONF,"['Arcadinho, S.', 'Aparício, D.', 'Almeida, M.S.C.']",Automated test generation to evaluate tool-augmented LLMs as conversational AI agents,2024,,,54,68,,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216591803&partnerID=40&md5=eeb0044155d867548dffcb3f87a276bb'],"Tool-augmented LLMs are a promising approach to create AI agents that can have realistic conversations, follow procedures, and call appropriate functions. However, evaluating them is challenging due to the diversity of possible conversations, and existing datasets focus only on single interactions and function-calling. We present a test generation pipeline to evaluate LLMs as conversational AI agents. Our framework uses LLMs to generate diverse tests grounded on user-defined procedures. For that, we use intermediate graphs to limit the LLM test generator’s tendency to hallucinate content that is not grounded on input procedures, and enforces high coverage of the possible conversations. Additionally, we put forward ALMITA, a manually curated dataset for evaluating AI agents in customer support, and use it to evaluate existing LLMs. Our results show that while tool-augmented LLMs perform well in single interactions, they often struggle to handle complete conversations. While our focus is on customer support, our method is general and capable of AI agents for different domains. © 2025 Elsevier B.V., All rights reserved.","['Automatic test pattern generation', 'Computational linguistics', 'Am generals', 'Automated test generations', 'Customer support', 'Different domains', 'Test generations', 'Chatbots']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 20:17:07,
151,CONF,"['Huang, L.', 'Liu, H.', 'Liu, Y.', 'Shang, Y.', 'Li, Z.']",A Generative Adversarial Imitation Learning Method for Continuous Integration Testing,2024,,,1084,1089,10.1109/AINIT61980.2024.10581812,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199171129&doi=10.1109%2FAINIT61980.2024.10581812&partnerID=40&md5=8c4501d6057031be3cb889fffcbf208b'],"In Continuous Integration (CI), Test Case Prioritization (TCP) is crucial for the efficiency and effectiveness of the software testing. While Reinforcement Learning (RL) offers a promising approach for TCP, it struggles with the low failure rates of test cases in industrial CI environment, leading to sparse rewards and unstable learning efficiency. Furthermore, designing a proper reward function is challenging due to its dependency on the abstracted features of the test cases. To address these issues, we propose a Generative Adversarial Imitation Learning (GAIL) method for TCP, which allows agents to learn directly from the expert experience rather than through potentially biased reward functions. We use the Copeland method as a pairwise ranking strategy and train the agent using optimal rankings, considered as expert experience generated from previous CI cycles, leading to more stable and efficient learning. In addition, we introduce a new metric, the Average of the Percentage of Faults Detected based on Execution Time (APFDET), to evaluate the effectiveness of the proposed approach. Empirical studies are performed on six industrial datasets. The results show that GAIL has a better fault detection capability on TCP problems. © 2024 Elsevier B.V., All rights reserved.","['Continuous Integration', 'Generative Adversarial Imitation Learning', 'Test Case Prioritization', 'Efficiency', 'Failure analysis', 'Integration', 'Integration testing', 'Learning systems', 'Reinforcement learning', 'Transmission control protocol', 'Continuous integration testing', 'Continuous integrations', 'Expert experience', 'Generative adversarial imitation learning', 'Imitation learning', 'Learning methods', 'Reward function', 'Software testings', 'Test case', 'Test case prioritization', 'Fault detection']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 2'],,,,1,2025-11-26 20:17:47,
122,CONF,"['Marron, M.']",A New Generation of Intelligent Development Environments,2024,,,43,46,10.1145/3643796.3648452,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202433134&doi=10.1145%2F3643796.3648452&partnerID=40&md5=a3b21d5959d1802461780485e0036d84'],"The practice of programming is undergoing a revolution with the introduction of AI assisted development (copilots) and the creation of new programming languages that are designed explicitly for tooling, analysis, and automation. Integrated Development Environments (IDEs) as they are currently conceptualized have not yet responded to these changes. They are still designed around the idea of a human programmer typing textual code into an editor window with the IDE providing assistance via the integration of various tools for syntax highlighting, compilation, debugging, and (maybe) code version control. This paper presents a vision for transforming the IDE from an Integrated Development Environment to an Intelligent Development Environment. The new IDE will be designed around the idea of a human programmer as the manager or curator of a software project who, rather than manually typing in code to implement a solution, will instead use the IDE to direct AI programming agents and/or automated tools to combine existing APIs, packages, and new code to implement the needed features. In this new model, the fundamental roles of the IDE are to 1) facilitate the communication between the human programmer and the AI agents and automated tools and 2) organize the workflow tasks needed to go from requirements gathering to the final tested and validated deployed feature. This paper presents a vision for the new Intelligent Development Environment based on a range of proof-of-concept high-value scenarios we have experimented with and discusses the challenges that remain to realizing these in a cohesive intelligent development experience. © 2025 Elsevier B.V., All rights reserved.","['AI assisted programming', 'development environment', 'interactivity', 'Computer debugging', 'Intelligent agents', 'Software testing', 'AI assisted programming', 'Automated tools', 'Code versions', 'Development environment', 'Human programmers', 'Integrated development environment', 'Interactivity', 'Programming agents', 'Software project', 'Version control', 'Program debugging']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 20:21:20,
147,CONF,"['Almutawa, M.', 'Ghabrah, Q.', 'Canini, M.']",Towards LLM-Assisted System Testing for Microservices,2024,,,29,34,10.1109/ICDCSW63686.2024.00011,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204295455&doi=10.1109%2FICDCSW63686.2024.00011&partnerID=40&md5=c288614757b12066e8a8ed4ab7ec145e'],"As modern applications are being designed in a distributed, Microservices Architecture (MSA), it becomes increasingly difficult to debug and test those systems. Typically, it is the role of software testing engineers or Quality Assurance (QA) engineers to write software tests to ensure the reliability of applications, but such a task can be labor-intensive and time-consuming. In this paper, we explore the potential of Large Language Models (LLMs) in assisting software engineers in generating test cases for software systems, with a particular focus on performing end-to-end (black-box) system testing on web-based MSA applications. We present our experience building Kashef, a software testing tool that utilizes the advanced capabilities of current LLMs in code generation and reasoning, and builds on top of the concept of communicative agents. © 2024 Elsevier B.V., All rights reserved.","['Communicative Agents', 'Large Language Models (LLMs)', 'Software Testing', 'Testing Automation', 'Ability testing', 'Autonomous agents', 'Black-box testing', 'Computer debugging', 'Computer software selection and evaluation', 'Failure analysis', 'Model checking', 'Problem oriented languages', 'Program debugging', 'Software reliability', 'Communicative agent', 'Labor time', 'Language model', 'Large language model', 'Modern applications', 'Role of software', 'Software testings', 'System testing', 'Testing automation', 'Testing engineers', 'Application programs']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 2'],,,,1,2025-11-26 20:24:43,
95,CONF,"['Naidu, N.', 'El-Gayar, O.']",A Review of Reasoning in Artificial Agents using Large Language Models,2025,Proceedings of the Annual Hawaii International Conference on System Sciences,,1390,1399,10.24251/hicss.2025.168,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005144638&doi=10.24251%2Fhicss.2025.168&partnerID=40&md5=f47513ca1c1ddc80ffc230543914290a'],"The increasing sophistication and the use of large language models (LLMs) in artificial agents highlights the need to investigate their reasoning capabilities and limitations. Understanding these aspects is crucial, given the integral role of reasoning in decision-making processes, which are central to a software or embodied agent. This research paper presents a systematic review of the topic. We review the literature by selecting and analyzing highly cited papers using both PRISMA and snowballing. The gathered literature is categorized using a detailed framework of facets and categories. In the results section, we elaborate on our findings and illustrate the mapping through bubble chart visualizations. The paper concludes by highlighting research gaps and suggesting directions for future studies. © 2025 Elsevier B.V., All rights reserved.","['agent', 'LLM', 'reasoning', 'symbolic', 'testing', 'Decision making', 'Modeling languages', 'Software testing', 'Artificial agents', 'Decision-making process', 'Embodied agent', 'Language model', 'Large language model', 'Reasoning', 'Reasoning capabilities', 'Research papers', 'Symbolic', 'Systematic Review', 'Software agents']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 20:27:43,
136,CONF,"['Li, Y.', 'Li, Y.', 'Yang, Y.']",Test-Agent: A Multimodal App Automation Testing Framework Based on the Large Language Model,2024,,,609,614,10.1109/DTPI61353.2024.10778901,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214923908&doi=10.1109%2FDTPI61353.2024.10778901&partnerID=40&md5=2df3aabdcab54e9e039471ef43a47e60'],"This paper introduces a multimodal agent-based app automation testing framework, named Test-Agent, built on the Large Language Model (LLM), designed to address the growing challenges in mobile application automation testing. As mobile applications become more prevalent and emerging systems like Harmony OS Next and mini-programs emerge, traditional automated testing methods, which depend on manually crafting test cases and scripts, are no longer sufficient for cross-platform compatibility and complex interaction logic. The Test-Agent framework employs artificial intelligence technologies to analyze application interface screenshots and user natural language instructions. Combined with deep learning models, it automatically generates and executes test actions on mobile devices. This innovative approach eliminates the need for pre-written test scripts or backend system access, relying solely on screenshots and UI structure information. It achieves cross-platform and cross-application universality, significantly reducing the workload of test case writing, enhancing test execution efficiency, and strengthening cross-platform adaptability. Test-Agent offers an innovative and efficient solution for automated testing of mobile applications. © 2025 Elsevier B.V., All rights reserved.","['Agent', 'App Automation Testing', 'Large Language Model', 'Application programs', 'Computer debugging', 'Computer operating systems', 'Mobile agents', 'Model checking', 'Software testing', 'App automation testing', 'Automated testing', 'Automation testing', 'Cross-platform', 'Language model', 'Large language model', 'Mobile applications', 'Test case', 'Test scripts', 'Testing framework']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 2'],,,,1,2025-11-26 20:35:46,
168,CONF,"['Kim, J.']",Safety Issues in Conversational Systems,2023,,,950,951,10.1145/3600211.3604748,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173624739&doi=10.1145%2F3600211.3604748&partnerID=40&md5=020d543b3e0617611ed07fb09cf7cc71'],"This paper addresses two critical safety issues in conversational systems and methods to mitigate these problems. In section 1, I will discuss the problems faced by online conversational systems due to the actions of malicious users. It will particularly focus on the cyberpredator problem, which often targets vulnerable individuals, especially young children. In this section, I will review existing models to detect such predators, including my previous work, and present the results. In section 2, I will discuss safety issues related to conversational agents based on the Large Language Models. I highlight the limitations of existing works in assessing the safety of the models and propose a research topic that I plan to undertake to address them. © 2023 Elsevier B.V., All rights reserved.","['Automatic Testing', 'Conversational Systems', 'Safety Issues', 'Automatic testing', 'Online systems', 'Agent based', 'Conversational agents', 'Conversational systems', 'Language model', 'Research topics', 'Safety issues', 'Young children', 'Safety testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 3'],,,,1,2025-11-26 20:39:01,
141,CONF,"['Bianou, S.G.', 'Batogna, R.G.']","PENTEST-AI, an LLM-Powered Multi-Agents Framework for Penetration Testing Automation Leveraging Mitre Attack",2024,,,763,770,10.1109/CSR61664.2024.10679480,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206186144&doi=10.1109%2FCSR61664.2024.10679480&partnerID=40&md5=31791a7ca25673d064f6b1d90e42bb04'],"In the digital transformation era, the surge of better development technologies and citizen developers disrupted the space of innovation by increasing the number and complexity of applications used in production. This context prompts advanced cybersecurity measures and more frequent and thorough penetration testing to protect an organization's security posture. The scarcity of skilled expertise in cybersecurity today makes it challenging to cope with the evolving challenge and the growing demand. This paper introduces PENTESTAI, a novel framework for penetration testing automation using Large Language Model (LLM)-powered agents leveraging the MITRE ATTACK knowledge base. The paper provides an overview of the current state of research on cybersecurity and LLM-powered agents, followed by a detailed description of PENTESTAI building blocks. A proof-of-concept implementation is discussed to validate the framework's core constructs. The paper concludes with suggestions for future research directions to achieve the highest level of penetration testing automation with average skilled human-agent collaboration and to create citizen penetration testers. © 2024 Elsevier B.V., All rights reserved.","['AI', 'AI Agents', 'automation', 'Citizen penetration tester', 'Cybersecurity', 'Large Language Models', 'MITRE ATTACK', 'penetration testing', 'vulnerabilities', 'Model checking', 'Multi agent systems', 'AI agent', 'Citizen penetration tester', 'Cyber security', 'Language model', 'Large language model', 'MITRE ATTACK', 'Multiagent framework', 'Penetration testing', 'Testing automation', 'Vulnerability', 'Knowledge based systems']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 10'],,,,1,2025-11-26 20:43:11,
190,CONF,"['Ohta, M.']",Gemini in RoboCup-2000,2001,Lecture Notes in Computer Science,2019 LNAI,477,480,,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867450862&partnerID=40&md5=638b138034ead690bf94639e0e174088'],"We implemented ""Gemini"" a client program for the SoccerServer. The objective of this program is testing a lot of learning methods on multi-agent environments. In the current implementation,Gemini can select the most effective strategy for an enemy,using reinforcement learning. Furthermore,w e are trying to implement a meta-level learning, which turn each learning function on or off according to whether the learning succeed or not. © 2001 Springer-Verlag Berlin Heidelberg. © 2012 Elsevier B.V., All rights reserved.","['Client programs', 'Learning functions', 'Learning methods', 'Multi-agent environment', 'SoccerServer', 'Meta levels', 'RoboCup', 'Multi agent systems', 'Reinforcement learning', 'Sports', 'Software testing']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 0'],,,,1,2025-11-26 20:43:56,
97,CONF,"['Mani, N.', 'Attaranasl, S.']",Adaptive Test Healing using LLM/GPT and Reinforcement Learning,2025,,,9,16,10.1109/ICSTW64639.2025.10962516,['https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004735212&doi=10.1109%2FICSTW64639.2025.10962516&partnerID=40&md5=b70259ee11a7c7ada5d2d2cab21e9645'],"Flaky tests disrupt software development pipelines by producing inconsistent results, undermining reliability and efficiency. This paper introduces a hybrid framework for adaptive test healing, combining Large Language Models (LLMs) like GPT with Reinforcement Learning (RL) to address test flakiness dynamically. LLMs analyze test logs to classify failures and extract contextual insights, while the RL agent learns optimal strategies for test retries, parameter tuning, and environment resets. Experimental results demonstrate the framework's effectiveness in reducing flakiness and improving CI/CD pipeline stability, outperforming traditional approaches. This work paves the way for scalable, intelligent test automation in dynamic development environments. © 2025 Elsevier B.V., All rights reserved.","['Adaptive Test Healing', 'Continuous Integration (CI)', 'Flaky Tests', 'GPT', 'Large Language Models (LLMs)', 'Reinforcement Learning (RL)', 'Self-Healing Test Automation', 'C (programming language)', 'Computer operating systems', 'Computer software selection and evaluation', 'Integration testing', 'Model checking', 'Program processors', 'Software design', 'Software prototyping', 'Software reliability', 'Adaptive test healing', 'Adaptive tests', 'Continuous integration', 'Continuous integrations', 'Flaky test', 'GPT', 'Healing tests', 'Language model', 'Large language model', 'Reinforcement learning', 'Reinforcement learnings', 'Self-healing', 'Self-healing test automation', 'Test Automation']",Conference paper,Scopus,['Export Date: 30 October 2025; Cited By: 1'],,,,1,2025-11-26 20:46:03,
